Id,label
60283,7
60284,3
60285,5
60286,1
60287,8
60288,5
60289,3
60290,5
60291,3
60292,6
60293,9
60294,5
60295,5
60296,1
60297,1
60298,4
60299,2
60300,4
60301,2
60302,0
60303,5
60304,6
60305,8
60306,5
60307,6
60308,9
60309,6
60310,3
60311,3
60312,5
60313,6
60314,0
60315,1
60316,1
60317,8
60318,5
60319,5
60320,5
60321,7
60322,8
60323,8
60324,4
60325,3
60326,0
60327,6
60328,2
60329,6
60330,6
60331,5
60332,2
60333,7
60334,9
60335,8
60336,7
60337,1
60338,6
60339,1
60340,6
60341,9
60342,1
60343,3
60344,4
60345,1
60346,2
60347,4
60348,3
60349,1
60350,6
60351,5
60352,5
60353,0
60354,1
60355,3
60356,9
60357,9
60358,2
60359,7
60360,4
60361,0
60362,7
60363,2
60364,6
60365,3
60366,3
60367,0
60368,0
60369,5
60370,1
60371,9
60372,0
60373,3
60374,1
60375,4
60376,8
60377,9
60378,7
60379,6
60380,1
60381,6
60382,0
60383,0
60384,7
60385,2
60386,6
60387,2
60388,5
60389,4
60390,3
60391,2
60392,0
60393,1
60394,1
60395,5
60396,4
60397,2
60398,7
60399,2
60400,7
60401,2
60402,4
60403,4
60404,6
60405,0
60406,6
60407,6
60408,5
60409,9
60410,1
60411,8
60412,0
60413,6
60414,0
60415,9
60416,3
60417,4
60418,9
60419,9
60420,1
60421,9
60422,9
60423,3
60424,5
60425,3
60426,8
60427,9
60428,7
60429,5
60430,5
60431,4
60432,8
60433,2
60434,8
60435,7
60436,8
60437,7
60438,3
60439,1
60440,3
60441,8
60442,6
60443,8
60444,0
60445,0
60446,0
60447,0
60448,4
60449,2
60450,2
60451,0
60452,9
60453,1
60454,3
60455,8
60456,7
60457,3
60458,3
60459,8
60460,4
60461,2
60462,0
60463,7
60464,5
60465,9
60466,9
60467,6
60468,5
60469,2
60470,0
60471,9
60472,4
60473,1
60474,9
60475,7
60476,7
60477,7
60478,4
60479,0
60480,4
60481,1
60482,5
60483,2
60484,0
60485,8
60486,3
60487,2
60488,6
60489,1
60490,8
60491,6
60492,1
60493,1
60494,7
60495,1
60496,8
60497,9
60498,2
60499,8
60500,0
60501,6
60502,5
60503,3
60504,0
60505,7
60506,4
60507,3
60508,1
60509,3
60510,1
60511,8
60512,2
60513,1
60514,9
60515,9
60516,6
60517,7
60518,7
60519,6
60520,4
60521,7
60522,0
60523,6
60524,5
60525,9
60526,3
60527,0
60528,8
60529,8
60530,9
60531,3
60532,3
60533,6
60534,1
60535,0
60536,8
60537,0
60538,7
60539,8
60540,7
60541,7
60542,2
60543,9
60544,8
60545,7
60546,8
60547,5
60548,6
60549,0
60550,7
60551,0
60552,7
60553,9
60554,0
60555,8
60556,4
60557,4
60558,9
60559,1
60560,8
60561,8
60562,8
60563,4
60564,2
60565,6
60566,7
60567,9
60568,9
60569,8
60570,1
60571,7
60572,7
60573,7
60574,1
60575,5
60576,3
60577,0
60578,2
60579,7
60580,8
60581,3
60582,5
60583,3
60584,5
60585,4
60586,8
60587,2
60588,8
60589,2
60590,6
60591,9
60592,4
60593,0
60594,8
60595,2
60596,9
60597,3
60598,0
60599,2
60600,6
60601,7
60602,7
60603,7
60604,9
60605,5
60606,2
60607,6
60608,1
60609,6
60610,4
60611,7
60612,9
60613,1
60614,3
60615,9
60616,5
60617,6
60618,1
60619,1
60620,9
60621,5
60622,3
60623,1
60624,8
60625,7
60626,2
60627,6
60628,5
60629,8
60630,9
60631,2
60632,6
60633,2
60634,1
60635,3
60636,2
60637,3
60638,7
60639,3
60640,1
60641,3
60642,9
60643,2
60644,8
60645,6
60646,6
60647,9
60648,6
60649,9
60650,8
60651,3
60652,2
60653,6
60654,5
60655,5
60656,9
60657,3
60658,6
60659,6
60660,5
60661,0
60662,7
60663,4
60664,2
60665,8
60666,6
60667,8
60668,4
60669,4
60670,0
60671,5
60672,9
60673,9
60674,9
60675,5
60676,6
60677,3
60678,4
60679,2
60680,1
60681,5
60682,1
60683,6
60684,0
60685,8
60686,7
60687,6
60688,5
60689,0
60690,6
60691,0
60692,0
60693,2
60694,7
60695,1
60696,7
60697,9
60698,6
60699,8
60700,5
60701,2
60702,5
60703,3
60704,5
60705,7
60706,5
60707,6
60708,9
60709,8
60710,9
60711,7
60712,8
60713,6
60714,0
60715,6
60716,1
60717,4
60718,2
60719,3
60720,1
60721,5
60722,6
60723,8
60724,0
60725,7
60726,4
60727,2
60728,6
60729,4
60730,9
60731,1
60732,3
60733,3
60734,4
60735,8
60736,6
60737,0
60738,9
60739,0
60740,7
60741,3
60742,9
60743,5
60744,1
60745,4
60746,2
60747,5
60748,0
60749,6
60750,3
60751,1
60752,2
60753,6
60754,7
60755,2
60756,4
60757,5
60758,7
60759,9
60760,3
60761,9
60762,2
60763,0
60764,6
60765,4
60766,6
60767,9
60768,9
60769,2
60770,8
60771,8
60772,0
60773,3
60774,8
60775,3
60776,4
60777,3
60778,4
60779,4
60780,4
60781,8
60782,8
60783,0
60784,9
60785,1
60786,5
60787,1
60788,4
60789,3
60790,3
60791,8
60792,3
60793,5
60794,2
60795,2
60796,0
60797,5
60798,0
60799,1
60800,2
60801,7
60802,8
60803,0
60804,2
60805,3
60806,3
60807,5
60808,9
60809,6
60810,6
60811,1
60812,5
60813,5
60814,2
60815,3
60816,7
60817,8
60818,7
60819,5
60820,0
60821,0
60822,6
60823,6
60824,6
60825,9
60826,3
60827,1
60828,3
60829,0
60830,8
60831,2
60832,2
60833,9
60834,4
60835,1
60836,4
60837,2
60838,3
60839,7
60840,0
60841,9
60842,1
60843,2
60844,7
60845,3
60846,7
60847,8
60848,8
60849,6
60850,0
60851,7
60852,2
60853,7
60854,2
60855,1
60856,1
60857,0
60858,6
60859,1
60860,1
60861,2
60862,5
60863,3
60864,4
60865,4
60866,0
60867,3
60868,0
60869,1
60870,4
60871,2
60872,3
60873,5
60874,0
60875,0
60876,1
60877,0
60878,5
60879,1
60880,4
60881,7
60882,1
60883,0
60884,8
60885,9
60886,7
60887,5
60888,7
60889,2
60890,0
60891,0
60892,1
60893,7
60894,0
60895,0
60896,8
60897,1
60898,8
60899,2
60900,6
60901,1
60902,4
60903,0
60904,5
60905,7
60906,2
60907,7
60908,0
60909,0
60910,0
60911,4
60912,1
60913,1
60914,3
60915,5
60916,0
60917,4
60918,9
60919,0
60920,7
60921,5
60922,3
60923,5
60924,4
60925,6
60926,5
60927,9
60928,3
60929,6
60930,2
60931,7
60932,5
60933,3
60934,9
60935,2
60936,1
60937,6
60938,0
60939,2
60940,9
60941,4
60942,4
60943,1
60944,5
60945,7
60946,0
60947,4
60948,6
60949,4
60950,6
60951,1
60952,9
60953,5
60954,7
60955,0
60956,3
60957,4
60958,0
60959,1
60960,5
60961,3
60962,1
60963,9
60964,9
60965,3
60966,2
60967,5
60968,6
60969,4
60970,7
60971,6
60972,1
60973,1
60974,4
60975,2
60976,5
60977,5
60978,8
60979,1
60980,5
60981,6
60982,8
60983,5
60984,6
60985,6
60986,9
60987,7
60988,5
60989,5
60990,3
60991,4
60992,8
60993,7
60994,6
60995,5
60996,4
60997,7
60998,6
60999,0
61000,9
61001,6
61002,4
61003,8
61004,3
61005,7
61006,8
61007,6
61008,6
61009,5
61010,8
61011,9
61012,8
61013,7
61014,7
61015,8
61016,0
61017,7
61018,2
61019,7
61020,9
61021,6
61022,0
61023,7
61024,4
61025,3
61026,7
61027,5
61028,3
61029,5
61030,9
61031,2
61032,9
61033,2
61034,4
61035,2
61036,8
61037,2
61038,5
61039,0
61040,3
61041,1
61042,3
61043,8
61044,2
61045,8
61046,7
61047,1
61048,5
61049,4
61050,6
61051,5
61052,0
61053,3
61054,7
61055,0
61056,3
61057,4
61058,5
61059,2
61060,8
61061,7
61062,7
61063,4
61064,8
61065,2
61066,3
61067,1
61068,5
61069,7
61070,2
61071,2
61072,3
61073,1
61074,4
61075,0
61076,0
61077,4
61078,7
61079,3
61080,4
61081,1
61082,3
61083,4
61084,4
61085,5
61086,5
61087,1
61088,9
61089,5
61090,9
61091,9
61092,1
61093,5
61094,5
61095,4
61096,9
61097,2
61098,3
61099,3
61100,8
61101,3
61102,7
61103,2
61104,2
61105,8
61106,7
61107,6
61108,5
61109,7
61110,7
61111,4
61112,8
61113,3
61114,5
61115,8
61116,9
61117,6
61118,8
61119,3
61120,7
61121,5
61122,3
61123,6
61124,1
61125,4
61126,2
61127,7
61128,1
61129,5
61130,6
61131,2
61132,0
61133,8
61134,7
61135,0
61136,6
61137,8
61138,7
61139,2
61140,6
61141,9
61142,8
61143,9
61144,7
61145,3
61146,6
61147,2
61148,9
61149,8
61150,3
61151,2
61152,0
61153,4
61154,3
61155,2
61156,6
61157,4
61158,3
61159,3
61160,2
61161,8
61162,8
61163,1
61164,8
61165,7
61166,2
61167,0
61168,4
61169,5
61170,5
61171,5
61172,3
61173,6
61174,2
61175,7
61176,9
61177,6
61178,9
61179,6
61180,9
61181,6
61182,7
61183,6
61184,1
61185,7
61186,0
61187,4
61188,4
61189,8
61190,7
61191,6
61192,8
61193,0
61194,0
61195,7
61196,4
61197,0
61198,0
61199,4
61200,0
61201,8
61202,8
61203,2
61204,0
61205,6
61206,9
61207,1
61208,1
61209,8
61210,3
61211,2
61212,5
61213,2
61214,0
61215,4
61216,7
61217,0
61218,1
61219,5
61220,8
61221,1
61222,0
61223,0
61224,9
61225,6
61226,6
61227,5
61228,6
61229,4
61230,0
61231,1
61232,9
61233,7
61234,3
61235,1
61236,4
61237,6
61238,2
61239,6
61240,3
61241,7
61242,2
61243,0
61244,1
61245,9
61246,5
61247,2
61248,5
61249,6
61250,1
61251,0
61252,2
61253,6
61254,4
61255,0
61256,0
61257,3
61258,0
61259,7
61260,1
61261,8
61262,0
61263,6
61264,5
61265,4
61266,3
61267,6
61268,0
61269,1
61270,6
61271,0
61272,4
61273,6
61274,6
61275,9
61276,7
61277,8
61278,8
61279,0
61280,0
61281,1
61282,8
61283,0
61284,7
61285,6
61286,3
61287,5
61288,3
61289,3
61290,9
61291,7
61292,0
61293,1
61294,0
61295,2
61296,6
61297,4
61298,2
61299,0
61300,1
61301,8
61302,4
61303,6
61304,1
61305,4
61306,8
61307,1
61308,8
61309,0
61310,2
61311,6
61312,1
61313,9
61314,5
61315,1
61316,7
61317,3
61318,4
61319,6
61320,7
61321,2
61322,2
61323,2
61324,7
61325,6
61326,2
61327,0
61328,0
61329,3
61330,2
61331,0
61332,8
61333,9
61334,9
61335,8
61336,2
61337,3
61338,8
61339,0
61340,5
61341,6
61342,7
61343,4
61344,8
61345,2
61346,5
61347,7
61348,6
61349,0
61350,2
61351,6
61352,7
61353,0
61354,9
61355,4
61356,9
61357,2
61358,3
61359,3
61360,3
61361,5
61362,7
61363,1
61364,5
61365,5
61366,0
61367,6
61368,5
61369,4
61370,9
61371,1
61372,6
61373,2
61374,9
61375,8
61376,3
61377,3
61378,3
61379,4
61380,9
61381,6
61382,4
61383,3
61384,4
61385,1
61386,8
61387,8
61388,1
61389,5
61390,8
61391,1
61392,5
61393,0
61394,8
61395,1
61396,2
61397,0
61398,9
61399,5
61400,3
61401,7
61402,8
61403,3
61404,1
61405,0
61406,5
61407,4
61408,2
61409,3
61410,3
61411,8
61412,7
61413,4
61414,7
61415,9
61416,0
61417,8
61418,4
61419,3
61420,2
61421,2
61422,2
61423,5
61424,5
61425,5
61426,9
61427,8
61428,6
61429,7
61430,1
61431,4
61432,2
61433,0
61434,5
61435,9
61436,6
61437,6
61438,2
61439,3
61440,7
61441,4
61442,9
61443,2
61444,6
61445,5
61446,4
61447,6
61448,5
61449,0
61450,9
61451,7
61452,4
61453,8
61454,9
61455,3
61456,0
61457,7
61458,1
61459,4
61460,7
61461,0
61462,4
61463,3
61464,9
61465,7
61466,5
61467,0
61468,1
61469,0
61470,4
61471,6
61472,1
61473,8
61474,5
61475,0
61476,5
61477,6
61478,0
61479,7
61480,3
61481,5
61482,6
61483,5
61484,7
61485,2
61486,7
61487,0
61488,1
61489,1
61490,8
61491,3
61492,6
61493,5
61494,9
61495,8
61496,0
61497,2
61498,9
61499,8
61500,9
61501,6
61502,3
61503,4
61504,6
61505,3
61506,0
61507,7
61508,9
61509,7
61510,5
61511,0
61512,5
61513,6
61514,1
61515,5
61516,3
61517,5
61518,6
61519,6
61520,0
61521,0
61522,4
61523,7
61524,1
61525,3
61526,0
61527,4
61528,4
61529,8
61530,7
61531,9
61532,0
61533,6
61534,1
61535,0
61536,9
61537,2
61538,4
61539,9
61540,6
61541,5
61542,4
61543,0
61544,7
61545,8
61546,9
61547,6
61548,1
61549,4
61550,0
61551,0
61552,6
61553,7
61554,8
61555,6
61556,1
61557,0
61558,2
61559,0
61560,8
61561,6
61562,4
61563,3
61564,9
61565,2
61566,5
61567,7
61568,6
61569,3
61570,0
61571,4
61572,5
61573,1
61574,1
61575,3
61576,4
61577,5
61578,9
61579,2
61580,9
61581,2
61582,3
61583,8
61584,8
61585,3
61586,6
61587,4
61588,6
61589,6
61590,1
61591,9
61592,9
61593,1
61594,9
61595,5
61596,9
61597,0
61598,4
61599,7
61600,5
61601,1
61602,1
61603,6
61604,0
61605,0
61606,1
61607,1
61608,7
61609,3
61610,8
61611,1
61612,1
61613,7
61614,7
61615,5
61616,5
61617,1
61618,0
61619,6
61620,2
61621,4
61622,5
61623,2
61624,3
61625,4
61626,7
61627,7
61628,5
61629,1
61630,0
61631,6
61632,6
61633,2
61634,0
61635,9
61636,7
61637,2
61638,8
61639,6
61640,5
61641,3
61642,3
61643,9
61644,3
61645,9
61646,2
61647,0
61648,8
61649,4
61650,7
61651,2
61652,6
61653,9
61654,9
61655,5
61656,3
61657,4
61658,2
61659,5
61660,0
61661,8
61662,1
61663,6
61664,7
61665,5
61666,7
61667,1
61668,5
61669,7
61670,0
61671,6
61672,0
61673,2
61674,7
61675,6
61676,7
61677,4
61678,0
61679,4
61680,4
61681,1
61682,0
61683,9
61684,1
61685,6
61686,4
61687,3
61688,8
61689,7
61690,9
61691,5
61692,9
61693,4
61694,3
61695,5
61696,1
61697,5
61698,1
61699,6
61700,9
61701,9
61702,2
61703,1
61704,7
61705,9
61706,5
61707,8
61708,8
61709,8
61710,1
61711,1
61712,8
61713,7
61714,8
61715,5
61716,1
61717,8
61718,5
61719,0
61720,0
61721,0
61722,7
61723,9
61724,6
61725,9
61726,2
61727,5
61728,0
61729,0
61730,5
61731,7
61732,9
61733,2
61734,1
61735,2
61736,7
61737,2
61738,3
61739,1
61740,7
61741,1
61742,3
61743,6
61744,6
61745,9
61746,4
61747,7
61748,5
61749,0
61750,9
61751,0
61752,7
61753,5
61754,1
61755,9
61756,0
61757,4
61758,9
61759,7
61760,6
61761,5
61762,7
61763,3
61764,5
61765,1
61766,7
61767,6
61768,7
61769,4
61770,3
61771,1
61772,3
61773,1
61774,8
61775,8
61776,4
61777,6
61778,5
61779,1
61780,5
61781,1
61782,1
61783,7
61784,4
61785,8
61786,3
61787,4
61788,6
61789,8
61790,8
61791,6
61792,5
61793,4
61794,5
61795,0
61796,6
61797,5
61798,1
61799,8
61800,0
61801,4
61802,8
61803,5
61804,8
61805,9
61806,0
61807,1
61808,9
61809,0
61810,2
61811,1
61812,3
61813,3
61814,3
61815,5
61816,2
61817,3
61818,2
61819,1
61820,1
61821,0
61822,8
61823,4
61824,0
61825,1
61826,1
61827,0
61828,2
61829,0
61830,6
61831,2
61832,6
61833,1
61834,0
61835,6
61836,4
61837,8
61838,2
61839,8
61840,2
61841,4
61842,2
61843,9
61844,3
61845,0
61846,6
61847,3
61848,1
61849,9
61850,4
61851,5
61852,7
61853,0
61854,9
61855,4
61856,1
61857,6
61858,3
61859,1
61860,3
61861,6
61862,5
61863,3
61864,4
61865,9
61866,8
61867,1
61868,4
61869,4
61870,6
61871,0
61872,6
61873,8
61874,1
61875,4
61876,2
61877,7
61878,2
61879,9
61880,3
61881,2
61882,1
61883,4
61884,1
61885,2
61886,3
61887,5
61888,5
61889,5
61890,7
61891,8
61892,9
61893,0
61894,4
61895,5
61896,9
61897,9
61898,6
61899,0
61900,4
61901,9
61902,7
61903,4
61904,3
61905,4
61906,1
61907,7
61908,9
61909,0
61910,6
61911,3
61912,2
61913,1
61914,0
61915,7
61916,3
61917,1
61918,1
61919,1
61920,4
61921,1
61922,8
61923,4
61924,1
61925,0
61926,9
61927,6
61928,4
61929,2
61930,1
61931,1
61932,4
61933,6
61934,9
61935,6
61936,5
61937,6
61938,3
61939,6
61940,2
61941,7
61942,7
61943,2
61944,8
61945,3
61946,1
61947,4
61948,8
61949,0
61950,7
61951,4
61952,4
61953,8
61954,8
61955,1
61956,3
61957,3
61958,7
61959,0
61960,1
61961,6
61962,6
61963,5
61964,7
61965,4
61966,0
61967,5
61968,7
61969,1
61970,0
61971,3
61972,0
61973,1
61974,1
61975,6
61976,5
61977,9
61978,1
61979,8
61980,3
61981,9
61982,2
61983,4
61984,0
61985,2
61986,7
61987,4
61988,6
61989,4
61990,0
61991,8
61992,1
61993,7
61994,3
61995,2
61996,5
61997,9
61998,4
61999,0
62000,0
62001,2
62002,2
62003,0
62004,8
62005,7
62006,0
62007,8
62008,3
62009,6
62010,2
62011,6
62012,3
62013,2
62014,7
62015,6
62016,3
62017,0
62018,3
62019,1
62020,0
62021,2
62022,5
62023,7
62024,2
62025,4
62026,3
62027,9
62028,2
62029,7
62030,1
62031,6
62032,2
62033,7
62034,8
62035,1
62036,6
62037,7
62038,4
62039,6
62040,9
62041,3
62042,3
62043,0
62044,3
62045,4
62046,3
62047,6
62048,6
62049,7
62050,8
62051,4
62052,3
62053,1
62054,6
62055,0
62056,5
62057,4
62058,3
62059,8
62060,0
62061,7
62062,2
62063,8
62064,2
62065,4
62066,0
62067,8
62068,8
62069,2
62070,1
62071,0
62072,6
62073,0
62074,4
62075,5
62076,8
62077,7
62078,2
62079,4
62080,9
62081,0
62082,8
62083,8
62084,1
62085,7
62086,4
62087,6
62088,4
62089,9
62090,0
62091,3
62092,8
62093,8
62094,6
62095,8
62096,1
62097,8
62098,2
62099,7
62100,3
62101,8
62102,3
62103,0
62104,4
62105,1
62106,1
62107,8
62108,5
62109,5
62110,0
62111,0
62112,3
62113,2
62114,0
62115,4
62116,0
62117,4
62118,8
62119,9
62120,0
62121,3
62122,5
62123,1
62124,6
62125,0
62126,1
62127,0
62128,6
62129,6
62130,9
62131,2
62132,1
62133,4
62134,2
62135,6
62136,7
62137,1
62138,3
62139,0
62140,3
62141,4
62142,7
62143,1
62144,2
62145,5
62146,1
62147,0
62148,8
62149,7
62150,1
62151,9
62152,9
62153,5
62154,7
62155,9
62156,1
62157,1
62158,7
62159,8
62160,8
62161,7
62162,7
62163,2
62164,2
62165,3
62166,0
62167,2
62168,3
62169,9
62170,6
62171,7
62172,9
62173,6
62174,3
62175,2
62176,2
62177,5
62178,0
62179,6
62180,6
62181,9
62182,4
62183,3
62184,2
62185,5
62186,1
62187,8
62188,7
62189,7
62190,8
62191,6
62192,1
62193,7
62194,5
62195,7
62196,7
62197,9
62198,4
62199,7
62200,2
62201,3
62202,1
62203,2
62204,3
62205,1
62206,4
62207,3
62208,1
62209,0
62210,1
62211,1
62212,6
62213,0
62214,8
62215,9
62216,5
62217,6
62218,0
62219,2
62220,2
62221,5
62222,7
62223,4
62224,0
62225,8
62226,0
62227,9
62228,1
62229,0
62230,3
62231,0
62232,1
62233,6
62234,6
62235,6
62236,8
62237,0
62238,5
62239,5
62240,6
62241,0
62242,3
62243,5
62244,1
62245,8
62246,9
62247,5
62248,0
62249,9
62250,7
62251,8
62252,6
62253,3
62254,8
62255,8
62256,9
62257,3
62258,7
62259,2
62260,9
62261,4
62262,1
62263,0
62264,3
62265,9
62266,4
62267,1
62268,6
62269,8
62270,9
62271,9
62272,3
62273,7
62274,2
62275,4
62276,9
62277,6
62278,7
62279,1
62280,9
62281,4
62282,1
62283,7
62284,0
62285,7
62286,2
62287,5
62288,2
62289,9
62290,1
62291,4
62292,7
62293,3
62294,7
62295,3
62296,7
62297,9
62298,0
62299,8
62300,2
62301,5
62302,3
62303,8
62304,2
62305,7
62306,3
62307,5
62308,5
62309,7
62310,4
62311,1
62312,8
62313,3
62314,3
62315,8
62316,4
62317,2
62318,8
62319,4
62320,4
62321,9
62322,1
62323,0
62324,9
62325,4
62326,2
62327,1
62328,4
62329,1
62330,2
62331,1
62332,2
62333,0
62334,9
62335,7
62336,2
62337,1
62338,8
62339,5
62340,9
62341,1
62342,1
62343,8
62344,8
62345,2
62346,6
62347,0
62348,5
62349,3
62350,7
62351,4
62352,1
62353,3
62354,9
62355,2
62356,9
62357,4
62358,4
62359,7
62360,9
62361,7
62362,4
62363,1
62364,0
62365,8
62366,1
62367,8
62368,9
62369,5
62370,4
62371,4
62372,9
62373,8
62374,9
62375,6
62376,5
62377,9
62378,1
62379,6
62380,0
62381,9
62382,8
62383,5
62384,7
62385,1
62386,4
62387,8
62388,5
62389,5
62390,9
62391,3
62392,3
62393,0
62394,3
62395,2
62396,7
62397,4
62398,2
62399,3
62400,5
62401,3
62402,8
62403,4
62404,6
62405,4
62406,2
62407,4
62408,8
62409,1
62410,6
62411,6
62412,8
62413,4
62414,0
62415,5
62416,1
62417,0
62418,7
62419,7
62420,8
62421,9
62422,7
62423,7
62424,7
62425,1
62426,2
62427,2
62428,3
62429,2
62430,0
62431,1
62432,2
62433,4
62434,7
62435,3
62436,6
62437,4
62438,8
62439,6
62440,0
62441,0
62442,9
62443,5
62444,7
62445,9
62446,5
62447,7
62448,5
62449,4
62450,6
62451,6
62452,2
62453,8
62454,3
62455,9
62456,1
62457,7
62458,9
62459,1
62460,0
62461,9
62462,2
62463,5
62464,0
62465,3
62466,9
62467,1
62468,5
62469,1
62470,9
62471,2
62472,1
62473,3
62474,6
62475,6
62476,5
62477,1
62478,4
62479,9
62480,9
62481,7
62482,4
62483,7
62484,2
62485,4
62486,4
62487,1
62488,1
62489,4
62490,3
62491,8
62492,3
62493,1
62494,3
62495,4
62496,5
62497,1
62498,3
62499,1
62500,3
62501,9
62502,8
62503,4
62504,7
62505,0
62506,0
62507,1
62508,3
62509,8
62510,2
62511,4
62512,1
62513,6
62514,4
62515,7
62516,0
62517,6
62518,3
62519,0
62520,5
62521,0
62522,1
62523,7
62524,1
62525,0
62526,7
62527,5
62528,2
62529,4
62530,2
62531,8
62532,0
62533,7
62534,8
62535,5
62536,7
62537,5
62538,9
62539,2
62540,6
62541,3
62542,9
62543,4
62544,0
62545,5
62546,3
62547,0
62548,5
62549,4
62550,0
62551,8
62552,3
62553,9
62554,1
62555,4
62556,1
62557,8
62558,7
62559,4
62560,8
62561,3
62562,3
62563,7
62564,5
62565,3
62566,7
62567,3
62568,1
62569,9
62570,5
62571,8
62572,5
62573,4
62574,3
62575,0
62576,0
62577,7
62578,9
62579,1
62580,3
62581,7
62582,3
62583,4
62584,5
62585,7
62586,9
62587,3
62588,8
62589,3
62590,4
62591,1
62592,6
62593,3
62594,2
62595,5
62596,8
62597,4
62598,4
62599,1
62600,3
62601,1
62602,1
62603,0
62604,4
62605,0
62606,2
62607,4
62608,4
62609,2
62610,4
62611,0
62612,4
62613,8
62614,0
62615,3
62616,7
62617,8
62618,1
62619,5
62620,8
62621,1
62622,2
62623,0
62624,3
62625,9
62626,7
62627,6
62628,5
62629,6
62630,3
62631,8
62632,3
62633,1
62634,8
62635,1
62636,0
62637,3
62638,6
62639,9
62640,2
62641,8
62642,8
62643,9
62644,5
62645,8
62646,3
62647,7
62648,7
62649,4
62650,0
62651,8
62652,7
62653,1
62654,9
62655,6
62656,4
62657,9
62658,2
62659,3
62660,0
62661,4
62662,2
62663,8
62664,6
62665,3
62666,7
62667,8
62668,2
62669,3
62670,6
62671,2
62672,1
62673,5
62674,2
62675,4
62676,7
62677,0
62678,2
62679,6
62680,3
62681,5
62682,3
62683,8
62684,3
62685,3
62686,8
62687,0
62688,8
62689,0
62690,7
62691,0
62692,7
62693,1
62694,7
62695,0
62696,0
62697,6
62698,9
62699,6
62700,3
62701,0
62702,7
62703,0
62704,1
62705,7
62706,1
62707,1
62708,1
62709,4
62710,4
62711,8
62712,4
62713,6
62714,3
62715,0
62716,7
62717,3
62718,2
62719,4
62720,2
62721,9
62722,0
62723,1
62724,8
62725,9
62726,6
62727,5
62728,1
62729,4
62730,1
62731,7
62732,6
62733,9
62734,9
62735,0
62736,1
62737,7
62738,5
62739,6
62740,5
62741,7
62742,0
62743,4
62744,7
62745,9
62746,4
62747,5
62748,1
62749,2
62750,6
62751,9
62752,3
62753,2
62754,6
62755,1
62756,1
62757,9
62758,8
62759,2
62760,2
62761,4
62762,7
62763,4
62764,3
62765,4
62766,7
62767,3
62768,3
62769,8
62770,8
62771,1
62772,3
62773,6
62774,4
62775,8
62776,3
62777,1
62778,3
62779,4
62780,0
62781,2
62782,9
62783,3
62784,2
62785,9
62786,9
62787,0
62788,7
62789,9
62790,6
62791,9
62792,6
62793,4
62794,9
62795,6
62796,7
